rooms,area_total,area_living,area_kitchen,floor,floors_total,floor_ratio,building_year,building_age,company_ad,is_first_floor,is_last_floor,is_single_floor,has_furniture,has_appliances,has_balcony_text,has_parking,has_concierge,has_elevator,no_animals,renovation_euro,renovation_cosmetic,renovation_none,owner_rents,metro_nearby,metro_distance,month,day_of_week,is_weekend,days_since_listed,has_area_living,has_area_kitchen,has_building_year,has_floor_info,has_contact,price_usd,source,address,ad_link,metro_station,building_decade,price_per_m2
3.0,140.0,83.0,,3.0,5.0,0.6,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,256.75562318438017,2.0,1.0,0,144.0,1,0,0,1,0,1300.0,realt,Минск Маркса ул. 30,https://realt.by/rent-flat-for-long/object/4028394/,Октябрьская,,9.285714285714286
1.0,46.0,36.0,,2.0,2.0,1.0,2025.0,1.0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2042.5646446673254,2.0,0.0,0,145.0,1,0,1,1,0,1800.0,realt,Минск Богдановича ул. 130,https://realt.by/rent-flat-for-long/object/4027040/,Академия наук,2020-е,39.130434782608695
2.0,59.8,32.6,,3.0,8.0,0.375,1958.0,68.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,276.4978197362314,2.0,6.0,1,145.0,1,0,1,1,0,2250.0,realt,Минск Красная ул. 22,https://realt.by/rent-flat-for-long/object/4027025/,Площадь Якуба Коласа,1950-е,37.62541806020067
2.0,44.0,31.0,,3.0,5.0,0.6,1970.0,56.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.8928608476874,2.0,6.0,1,146.0,1,0,1,1,0,500.0,realt,Минск Чернышевского ул. 4 а,https://realt.by/rent-flat-for-long/object/4026833/,Академия наук,1970-е,11.363636363636363
1.0,32.0,19.0,,1.0,4.0,0.25,1959.0,67.0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1042.9807999080895,12.0,0.0,0,201.0,1,0,1,1,0,500.0,realt,Минск Коржа ул. 16,https://realt.by/rent-flat-for-long/object/3969271/,Грушевка,1950-е,15.625
1.0,32.0,18.0,,3.0,9.0,0.3333333333333333,2011.0,15.0,False,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1660.9703720325754,1.0,4.0,0,148.0,1,0,1,1,0,350.0,realt,Минск Игнатовского ул. 12,https://realt.by/rent-flat-for-long/object/4025329/,Кунцевщина,2010-е,10.9375
2.0,60.07,32.1,,3.0,5.0,0.6,1955.0,71.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,172.34213284894906,1.0,3.0,0,148.0,1,0,1,1,0,1000.0,realt,Минск Ленина ул. 5,https://realt.by/rent-flat-for-long/object/4024775/,Октябрьская,1950-е,16.6472448809722
3.0,65.0,56.0,,4.0,13.0,0.3076923076923077,2024.0,2.0,False,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.7717569945672,1.0,3.0,0,149.0,1,0,1,1,0,900.0,realt,Минск Игоря Лученка ул. 16,https://realt.by/rent-flat-for-long/object/4024612/,Аэродромная,2020-е,13.846153846153847
2.0,45.0,33.0,,3.0,20.0,0.15,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.6934945052522,1.0,3.0,0,149.0,1,0,0,1,0,1400.0,realt,Минск Мстиславца ул. 8,https://realt.by/rent-flat-for-long/object/4024294/,Восток,,31.11111111111111
2.0,56.3,38.0,,7.0,14.0,0.5,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830.3058279851731,1.0,3.0,0,149.0,1,0,0,1,0,680.0,realt,Минск Глаголева ул. 31,https://realt.by/rent-flat-for-long/object/4023815/,Михалово,,12.078152753108348
2.0,44.7,39.6,,23.0,25.0,0.92,2022.0,4.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646.1822243574723,1.0,2.0,0,150.0,1,0,1,1,0,700.0,realt,Минск Братская ул. 1,https://realt.by/rent-flat-for-long/object/4023588/,Аэродромная,2020-е,15.659955257270692
2.0,60.0,60.0,,2.0,2.0,1.0,,,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.7609116718518,1.0,2.0,0,150.0,1,0,0,1,0,600.0,realt,Минск Краснозвездный пер. 14,https://realt.by/rent-flat-for-long/object/4023567/,Площадь Якуба Коласа,,10.0
1.0,29.2,15.7,,5.0,6.0,0.8333333333333334,1957.0,69.0,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,297.47738766609996,11.0,2.0,0,213.0,1,0,1,1,0,1300.0,realt,Минск Киселева ул. 7,https://realt.by/rent-flat-for-long/object/3955810/,Площадь Победы,1950-е,44.52054794520548
1.0,33.0,21.8,,1.0,5.0,0.2,1968.0,58.0,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1312.7444585026951,1.0,2.0,0,150.0,1,0,1,1,0,350.0,realt,Минск Уральский пер. 11,https://realt.by/rent-flat-for-long/object/4023287/,Тракторный завод,1960-е,10.606060606060606
3.0,80.0,53.0,,3.0,4.0,0.75,1959.0,67.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.1154720025054,1.0,2.0,0,150.0,1,0,1,1,0,660.0,realt,Минск Коммунистическая  18,https://realt.by/rent-flat-for-long/object/4023148/,Площадь Победы,1950-е,8.25
3.0,93.8,51.7,,5.0,9.0,0.5555555555555556,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,684.9461276822252,11.0,2.0,0,227.0,1,0,0,1,0,2235.0,realt,Минск Жуковского ул. 29 Б,https://realt.by/rent-flat-for-long/object/3943325/,Аэродромная,,23.8272921108742
2.0,45.0,38.0,,22.0,25.0,0.88,2022.0,4.0,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,283.138733789479,1.0,1.0,0,151.0,1,0,1,1,0,600.0,realt,Минск Аэродромная ул. 24,https://realt.by/rent-flat-for-long/object/4021957/,Аэродромная,2020-е,13.333333333333334
2.0,74.8,47.6,,5.0,5.0,1.0,1959.0,67.0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,492.393842566831,4.0,4.0,0,449.0,1,0,1,1,0,600.0,realt,Минск Купалы ул. 23,https://realt.by/rent-flat-for-long/object/3696045/,Купаловская,1950-е,8.02139037433155
1.0,34.0,34.0,,25.0,25.0,1.0,,,False,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,68.06500426780414,1.0,1.0,0,151.0,1,0,0,1,0,400.0,realt,Минск Аэродромная ул. 26,https://realt.by/rent-flat-for-long/object/4021710/,Аэродромная,,11.764705882352942
2.0,48.0,28.0,,24.0,25.0,0.96,2024.0,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,906.8681765687344,1.0,1.0,0,151.0,1,0,1,1,0,645.0,realt,Минск Леонида Щемелёва ул. 18,https://realt.by/rent-flat-for-long/object/4021508/,Неморшанский сад,2020-е,13.4375
3.0,72.0,45.0,,6.0,9.0,0.6666666666666666,1984.0,42.0,False,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1632.0001459087348,1.0,0.0,0,152.0,1,0,1,1,0,460.0,realt,Минск Кабушкина ул. 92,https://realt.by/rent-flat-for-long/object/4021086/,Автозаводская,1980-е,6.388888888888889
1.0,58.0,31.1,,5.0,9.0,0.5555555555555556,2008.0,18.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773.2291429588425,1.0,0.0,0,152.0,1,0,1,1,0,400.0,realt,Минск Наполеона Орды ул. 23,https://realt.by/rent-flat-for-long/object/4020304/,Малиновка,2000-е,6.896551724137931
1.0,33.0,16.0,,3.0,9.0,0.3333333333333333,1970.0,56.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,422.79170329452415,1.0,6.0,1,152.0,1,0,1,1,0,380.0,realt,Минск Пушкина просп. 30,https://realt.by/rent-flat-for-long/object/4019867/,Пушкинская,1970-е,11.515151515151516
1.0,33.0,18.0,,5.0,5.0,1.0,1962.0,64.0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,362.6381160772824,1.0,6.0,1,152.0,1,0,1,1,0,560.0,realt,Минск Независимости просп. 87,https://realt.by/rent-flat-for-long/object/4019865/,Академия наук,1960-е,16.96969696969697
3.0,107.6,64.9,,5.0,18.0,0.2777777777777778,2008.0,18.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.2699369990024,1.0,6.0,1,153.0,1,0,1,1,0,1000.0,realt,Минск Пулихова ул. 45,https://realt.by/rent-flat-for-long/object/4019683/,Пролетарская,2000-е,9.29368029739777
1.0,38.8,19.5,,3.0,10.0,0.3,2009.0,17.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,186.85373168930727,1.0,6.0,1,153.0,1,0,1,1,0,1500.0,realt,Минск Притыцкого ул. 97,https://realt.by/rent-flat-for-long/object/4019447/,Каменная Горка,2000-е,38.659793814432994
3.0,74.0,70.0,,2.0,10.0,0.2,2018.0,8.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,489.7805040259358,11.0,2.0,0,584.0,1,0,1,1,0,1900.0,realt,Минск Мстиславца ул. 6,https://realt.by/rent-flat-for-long/object/3536098/,Восток,2010-е,25.675675675675677
2.0,56.0,48.0,,5.0,5.0,1.0,1952.0,74.0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,203.8908854302289,1.0,5.0,1,154.0,1,0,1,1,0,2500.0,realt,Минск Кирова ул. 1,https://realt.by/rent-flat-for-long/object/4018713/,Площадь Ленина,1950-е,44.642857142857146
1.0,31.0,21.0,,11.0,25.0,0.44,2022.0,4.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1061.9830151629028,2.0,5.0,1,490.0,1,0,1,1,0,1650.0,realt,Минск Кижеватова ул. 3 д,https://realt.by/rent-flat-for-long/object/3644013/,Неморшанский сад,2020-е,53.225806451612904
1.0,43.8,18.4,,4.0,19.0,0.21052631578947367,2013.0,13.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,288.3051482418467,1.0,5.0,1,154.0,1,0,1,1,0,430.0,realt,Минск Дзержинского просп. 122 204,https://realt.by/rent-flat-for-long/object/4018498/,Петровщина,2010-е,9.817351598173516
3.0,65.0,63.0,,23.0,25.0,0.92,2023.0,3.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969.7164937277672,1.0,5.0,1,161.0,1,0,1,1,0,900.0,realt,Минск Николы Теслы ул. 30,https://realt.by/rent-flat-for-long/object/4012112/,Аэродромная,2020-е,13.846153846153847
3.0,100.0,62.0,,20.0,25.0,0.8,2022.0,4.0,False,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,164.80900254641395,1.0,4.0,0,155.0,1,0,1,1,0,1498.0,realt,Минск Дзержинского просп. 26,https://realt.by/rent-flat-for-long/object/4018041/,Грушевка,2020-е,14.98
2.0,92.0,64.0,,3.0,5.0,0.6,1954.0,72.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,826.2081018698381,1.0,4.0,0,155.0,1,0,1,1,0,998.0,realt,Минск Коммунистическая ул. 7,https://realt.by/rent-flat-for-long/object/4017891/,Площадь Победы,1950-е,10.847826086956522
1.0,30.0,17.0,,2.0,5.0,0.4,,,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,150.11733839770483,1.0,3.0,0,155.0,1,0,0,1,0,750.0,realt,Минск Дзержинского просп. 53,https://realt.by/rent-flat-for-long/object/4017314/,Михалово,,25.0
2.0,40.0,32.0,,6.0,9.0,0.6666666666666666,1973.0,53.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1058.330540937452,1.0,3.0,0,156.0,1,0,1,1,0,550.0,realt,Минск Кульман ул. 24,https://realt.by/rent-flat-for-long/object/4017226/,Площадь Якуба Коласа,1970-е,13.75
2.0,60.0,57.0,,1.0,19.0,0.05263157894736842,2021.0,5.0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3988.539299702938,8.0,2.0,0,318.0,1,0,1,1,0,450.0,realt,Минск Корзюки ул. 24,https://realt.by/rent-flat-for-long/object/3850186/,Слуцкий гостинец,2020-е,7.5
3.0,82.0,65.0,,8.0,9.0,0.8888888888888888,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2372.5958146158564,1.0,3.0,0,156.0,1,0,0,1,0,750.0,realt,Минск Чайлытко ул. 13,https://realt.by/rent-flat-for-long/object/4016983/,Каменная Горка,,9.146341463414634
2.0,42.0,30.0,,8.0,22.0,0.36363636363636365,2020.0,6.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,385.26787287409337,1.0,3.0,0,156.0,1,0,1,1,0,1200.0,realt,Минск Мстиславца ул. 10,https://realt.by/rent-flat-for-long/object/4016930/,Восток,2020-е,28.571428571428573
1.0,32.0,30.0,,14.0,25.0,0.56,2024.0,2.0,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,852.1110938518062,1.0,3.0,0,156.0,1,0,1,1,0,480.0,realt,Минск Братская ул. 11,https://realt.by/rent-flat-for-long/object/4016485/,Аэродромная,2020-е,15.0
2.0,50.0,30.0,,2.0,5.0,0.4,1956.0,70.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624.9956679183235,1.0,3.0,0,156.0,1,0,1,1,0,2100.0,realt,Минск Свердлова ул. 32,https://realt.by/rent-flat-for-long/object/4016394/,Площадь Ленина,1950-е,42.0
3.0,63.0,41.0,,3.0,15.0,0.2,1994.0,32.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2626.9500785987602,1.0,2.0,0,157.0,1,0,1,1,0,500.0,realt,Минск Якубова ул. 80,https://realt.by/rent-flat-for-long/object/4015547/,Пролетарская,1990-е,7.936507936507937
4.0,117.0,70.0,,11.0,14.0,0.7857142857142857,2012.0,14.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.0676228800583,1.0,0.0,0,159.0,1,0,1,1,0,1100.0,realt,Минск Дзержинского просп. 131,https://realt.by/rent-flat-for-long/object/4013736/,Малиновка,2010-е,9.401709401709402
2.0,65.0,38.0,,3.0,10.0,0.3,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2045.6054229047384,1.0,0.0,0,159.0,1,0,0,1,0,500.0,realt,Минск Рокоссовского просп. 12 1,https://realt.by/rent-flat-for-long/object/4013530/,Пролетарская,,7.6923076923076925
1.0,33.0,17.0,,7.0,9.0,0.7777777777777778,1972.0,54.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,835.4195561884225,1.0,6.0,1,160.0,1,0,1,1,0,500.0,realt,Минск Захарова ул. 64,https://realt.by/rent-flat-for-long/object/4012642/,Пролетарская,1970-е,15.151515151515152
1.0,46.0,43.0,,5.0,20.0,0.25,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,440.88263857447157,1.0,6.0,1,160.0,1,0,0,1,0,550.0,realt,Минск Кирилла Туровского ул. 24,https://realt.by/rent-flat-for-long/object/4012238/,Восток,,11.956521739130435
1.0,36.0,16.0,,7.0,10.0,0.7,2009.0,17.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,186.85373168930727,1.0,5.0,1,161.0,1,0,1,1,0,480.0,realt,Минск Притыцкого ул. 97,https://realt.by/rent-flat-for-long/object/4012088/,Каменная Горка,2000-е,13.333333333333334
1.0,43.0,30.0,,25.0,25.0,1.0,2024.0,2.0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1187.6735680592901,1.0,5.0,1,161.0,1,0,1,1,0,550.0,realt,Минск Брилевская ул. 29,https://realt.by/rent-flat-for-long/object/4011692/,Аэродромная,2020-е,12.790697674418604
3.0,125.0,71.0,,3.0,9.0,0.3333333333333333,2006.0,20.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,497.09111291422926,11.0,5.0,1,210.0,1,0,1,1,0,1300.0,realt,Минск Сурганова ул. 27,https://realt.by/rent-flat-for-long/object/3958784/,Академия наук,2000-е,10.4
2.0,47.0,29.0,,7.0,9.0,0.7777777777777778,1996.0,30.0,False,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2042.2226379475953,1.0,4.0,0,162.0,1,0,1,1,0,700.0,realt,Минск Рафиева ул. 45,https://realt.by/rent-flat-for-long/object/4011313/,Малиновка,1990-е,14.893617021276595
2.0,43.0,33.0,,4.0,5.0,0.8,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.9012332918952,1.0,4.0,0,162.0,1,0,0,1,0,1680.0,realt,Минск Платонова ул. 31,https://realt.by/rent-flat-for-long/object/4010952/,Площадь Якуба Коласа,,39.06976744186046
3.0,75.0,45.0,,11.0,16.0,0.6875,2005.0,21.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88.28978570383389,1.0,4.0,0,162.0,1,0,1,1,0,550.0,realt,Минск Прушински 55,https://realt.by/rent-flat-for-long/object/4010781/,Купаловская,2000-е,7.333333333333333
2.0,45.8,29.0,,2.0,4.0,0.5,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,227.8578706227252,1.0,2.0,0,164.0,1,0,0,1,0,580.0,realt,Минск Романовская Слобода ул. 20,https://realt.by/rent-flat-for-long/object/4009188/,Фрунзенская,,12.663755458515285
1.0,34.0,17.0,,4.0,9.0,0.4444444444444444,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1341.1050324237597,1.0,2.0,0,164.0,1,0,0,1,0,1050.0,realt,Минск Якубовского ул. 44,https://realt.by/rent-flat-for-long/object/4009171/,Кунцевщина,,30.88235294117647
2.0,54.0,40.0,,21.0,24.0,0.875,2020.0,6.0,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,316.23888671516636,1.0,2.0,0,164.0,1,0,1,1,0,750.0,realt,Минск Мира просп. 1,https://realt.by/rent-flat-for-long/object/4008756/,Аэродромная,2020-е,13.88888888888889
4.0,82.0,60.0,,6.0,9.0,0.6666666666666666,,,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2482.1034854373447,1.0,2.0,0,164.0,1,0,0,1,0,700.0,realt,Минск Радужная ул. 4 1,https://realt.by/rent-flat-for-long/object/4008414/,Пушкинская,,8.536585365853659
1.0,53.0,43.0,,5.0,14.0,0.35714285714285715,2004.0,22.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1068.5276785948904,1.0,2.0,0,164.0,1,0,1,1,0,450.0,realt,Минск Берута ул. 11 А,https://realt.by/rent-flat-for-long/object/4008283/,Молодёжная,2000-е,8.49056603773585
1.0,45.0,35.0,,3.0,9.0,0.3333333333333333,2014.0,12.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681.7443744847449,1.0,1.0,0,165.0,1,0,1,1,0,2900.0,realt,Минск Щорса ул. 1,https://realt.by/rent-flat-for-long/object/4007748/,Грушевка,2010-е,64.44444444444444
1.0,32.0,32.0,,2.0,5.0,0.4,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657.3413006606199,1.0,0.0,0,166.0,1,0,0,1,0,2600.0,realt,Минск Народная ул. 26 2,https://realt.by/rent-flat-for-long/object/4006391/,Партизанская,,81.25
1.0,30.0,20.0,,11.0,14.0,0.7857142857142857,,,False,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,445.5178372957802,1.0,0.0,0,166.0,1,0,0,1,0,900.0,realt,Минск Братская ул. 16,https://realt.by/rent-flat-for-long/object/4006375/,Аэродромная,,30.0
1.0,32.0,18.0,,4.0,4.0,1.0,1970.0,56.0,False,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,225.72315509904624,2.0,2.0,0,493.0,1,0,1,1,0,1750.0,realt,Минск Партизанский просп. 52,https://realt.by/rent-flat-for-long/object/3638793/,Партизанская,1970-е,54.6875
2.0,56.0,45.0,,13.0,16.0,0.8125,2010.0,16.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1892.466187699375,1.0,6.0,1,167.0,1,0,1,1,0,500.0,realt,Минск Богдановича ул. 118,https://realt.by/rent-flat-for-long/object/4005267/,Академия наук,2010-е,8.928571428571429
2.0,59.0,59.0,,15.0,25.0,0.6,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,951.7574982108749,1.0,6.0,1,167.0,1,0,0,1,0,800.0,realt,Минск Макаенка ул.,https://realt.by/rent-flat-for-long/object/4005187/,Парк Челюскинцев,,13.559322033898304
2.0,48.0,32.0,,5.0,5.0,1.0,,,False,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,386.5595300335992,1.0,5.0,1,168.0,1,0,0,1,0,650.0,realt,Минск Золотая Горка ул. 13,https://realt.by/rent-flat-for-long/object/4004611/,Площадь Якуба Коласа,,13.541666666666666
2.0,53.0,38.0,,5.0,5.0,1.0,1980.0,46.0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2828.0316620166163,1.0,5.0,1,168.0,1,0,1,1,0,1200.0,realt,Минск Рокоссовского просп. 126,https://realt.by/rent-flat-for-long/object/4004409/,Партизанская,1980-е,22.641509433962263
1.0,38.0,30.0,,2.0,3.0,0.6666666666666666,,,False,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,701.6222418137986,1.0,5.0,1,168.0,1,0,0,1,0,750.0,realt,Минск Маркса ул. 9,https://realt.by/rent-flat-for-long/object/4004331/,Площадь Ленина,,19.736842105263158
2.0,57.7,31.1,,5.0,17.0,0.29411764705882354,2007.0,19.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2644.0916842851184,1.0,4.0,0,169.0,1,0,1,1,0,580.0,realt,Минск Радужная ул. 19,https://realt.by/rent-flat-for-long/object/4003226/,Пушкинская,2000-е,10.051993067590987
1.0,29.5,19.0,,4.0,4.0,1.0,,,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,809.7400964724505,1.0,4.0,0,169.0,1,0,0,1,0,1300.0,realt,Минск Рыбалко ул. 2,https://realt.by/rent-flat-for-long/object/4003008/,Пролетарская,,44.067796610169495
4.0,80.0,55.0,,8.0,9.0,0.8888888888888888,1980.0,46.0,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682.7880157369642,1.0,3.0,0,170.0,1,0,1,1,0,610.0,realt,Минск Пушкина просп. 33,https://realt.by/rent-flat-for-long/object/4002699/,Пушкинская,1980-е,7.625
1.0,45.0,35.0,,9.0,15.0,0.6,2015.0,11.0,False,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3922.368241683914,1.0,3.0,0,170.0,1,0,1,1,0,700.0,realt,Минск Победителей просп. 133 1,https://realt.by/rent-flat-for-long/object/4001901/,Спортивная,2010-е,15.555555555555555
2.0,81.0,35.0,,4.0,9.0,0.4444444444444444,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2192.092579249987,1.0,2.0,0,171.0,1,0,0,1,0,450.0,realt,Минск Налибокская ул.,https://realt.by/rent-flat-for-long/object/4001462/,Каменная Горка,,5.555555555555555
3.0,72.0,66.0,,3.0,13.0,0.23076923076923078,2019.0,7.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.414340594939,1.0,2.0,0,171.0,1,0,1,1,0,750.0,realt,Минск Братская ул. 2,https://realt.by/rent-flat-for-long/object/4000585/,Аэродромная,2010-е,10.416666666666666
